,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,overall_score
13822,15,0,0,0,4.6,77.3,1,2,1,2,77.0
13823,17,0,1,0,4.1,76.9,0,1,0,2,54.9
13824,17,0,0,1,1.5,64.2,0,1,1,1,43.2
13825,17,0,0,1,2.6,91.9,0,2,1,2,67.1
13826,16,2,1,3,4.7,72.1,0,3,0,3,68.0
13827,18,2,1,2,6.8,77.6,0,2,0,0,87.8
13828,14,2,0,0,0.9,81.6,0,1,1,3,41.0
13829,18,0,0,1,1.2,77.0,0,1,0,1,39.5
13830,18,2,1,2,6.5,72.1,0,3,0,3,78.7
13831,19,1,0,1,3.0,74.3,0,3,0,3,50.5
13832,19,2,0,3,2.4,55.0,0,2,0,1,31.3
13833,16,2,0,0,2.2,91.1,0,3,0,5,46.3
13834,14,0,0,3,7.8,54.0,0,2,1,1,89.7
13835,17,2,1,5,4.3,99.4,0,3,0,0,79.8
13836,14,1,0,2,1.7,98.5,1,0,0,3,47.4
13837,15,1,0,2,3.5,94.1,0,2,0,1,69.0
13838,18,1,0,5,2.5,53.8,0,3,0,1,47.6
13839,17,0,1,0,1.8,51.3,0,1,0,2,30.8
13840,17,0,1,4,7.8,80.9,0,0,1,4,100.0
13841,18,2,0,2,3.8,58.3,0,0,1,0,47.8
13842,14,2,0,3,5.7,97.0,0,2,1,1,84.7
13843,18,1,0,4,7.2,82.9,0,2,0,5,84.4
13844,17,2,1,1,2.0,93.0,0,1,0,2,44.8
13845,16,1,1,4,1.5,99.7,0,2,1,2,42.3
13846,16,0,1,5,2.5,96.9,0,1,1,5,53.5
13847,17,2,1,0,5.8,55.3,0,1,1,5,68.5
13848,17,2,0,2,3.4,99.1,0,0,1,3,72.5
13849,16,0,1,5,4.2,53.5,0,3,0,3,47.7
13850,15,2,1,4,0.7,88.9,1,2,0,1,46.0
13851,15,1,0,3,0.5,87.5,1,2,0,4,31.2
13852,16,2,0,5,3.6,60.6,0,2,0,5,49.2
13853,15,0,0,0,1.6,69.1,0,2,0,4,42.1
13854,17,1,0,4,6.4,81.5,1,0,0,1,80.5
13855,19,0,0,5,7.6,74.9,0,0,0,1,87.9
13856,14,2,1,5,7.4,85.2,0,0,1,4,100.0
13857,15,1,1,5,4.0,56.6,1,0,0,0,53.4
13858,14,0,0,5,2.7,70.4,0,2,1,4,50.1
13859,19,2,1,2,4.1,85.9,0,0,1,5,71.6
13860,18,2,1,1,1.3,50.4,0,0,1,3,25.7
13861,15,1,0,2,7.6,82.5,0,2,1,5,100.0
13862,16,2,0,0,5.5,77.0,0,3,0,1,65.5
13863,18,2,1,4,2.6,96.2,0,2,1,1,49.5
13864,19,1,1,5,6.2,98.1,0,2,1,1,83.6
13865,17,2,1,5,2.3,84.5,0,1,1,0,57.0
13866,15,0,0,2,6.1,76.9,1,1,0,5,83.1
13867,18,2,0,2,3.5,76.5,0,2,1,2,52.6
13868,18,1,0,3,7.0,72.2,0,3,1,2,84.8
13869,17,0,0,1,7.9,88.9,0,1,0,4,95.1
13870,14,2,0,4,2.9,66.7,0,3,1,2,47.7
13871,18,2,1,5,4.6,62.1,0,1,0,4,62.4
13872,14,2,1,0,2.3,72.1,0,2,1,0,50.3
13873,19,0,0,4,6.5,66.6,0,0,1,2,76.4
13874,19,2,1,1,4.2,90.7,0,2,0,2,75.8
13875,17,2,0,1,7.9,63.8,0,0,1,3,80.1
13876,17,2,1,5,7.2,70.1,0,3,1,0,90.0
13877,14,1,0,5,2.5,63.5,0,3,1,2,47.0
13878,19,2,1,4,1.4,76.9,1,1,0,0,46.1
13879,15,2,1,4,5.1,65.3,0,1,0,0,74.4
13880,15,0,1,0,2.9,81.3,0,2,0,5,58.7
13881,18,0,1,2,2.4,90.3,0,3,0,0,51.3
13882,19,2,0,3,4.6,87.5,0,0,0,1,66.9
13883,16,1,1,2,4.5,65.1,0,2,1,4,58.5
13884,17,0,1,2,4.5,78.3,0,2,1,4,59.7
13885,17,0,0,1,2.7,69.1,0,0,1,5,56.0
13886,15,2,1,0,1.7,82.5,0,0,1,3,39.6
13887,17,0,1,3,1.9,93.6,0,1,0,1,45.4
13888,19,0,1,3,5.9,92.0,0,0,0,0,76.2
13889,16,1,0,3,4.0,94.4,0,2,0,4,68.8
13890,18,2,1,5,4.0,70.1,0,3,0,3,68.2
13891,18,1,1,2,7.8,90.6,0,0,0,1,90.0
13892,19,1,1,1,7.4,68.8,1,3,0,3,96.6
13893,18,2,1,1,1.0,55.1,0,0,1,0,37.7
13894,19,1,0,2,6.5,79.4,1,2,1,5,83.7
13895,18,2,1,5,2.4,79.8,1,3,1,1,55.0
13896,19,0,0,3,5.9,88.0,0,1,0,1,75.0
13897,18,1,0,1,1.8,92.0,0,2,0,0,55.6
13898,19,0,0,4,1.6,94.8,0,3,1,1,57.6
13899,19,2,1,0,7.5,85.1,0,1,0,5,84.5
13900,19,2,1,2,4.7,81.3,0,1,0,4,73.1
13901,17,2,0,5,3.1,50.8,0,0,0,3,37.0
13902,18,0,1,0,7.2,55.7,1,0,0,2,72.3
13903,19,2,0,0,2.7,57.0,0,3,1,4,38.2
13904,16,1,1,4,1.0,63.0,0,2,1,1,25.9
13905,14,0,1,1,3.5,94.7,0,1,1,5,72.2
13906,19,1,1,2,5.8,86.3,0,3,1,1,71.4
13907,17,1,0,3,5.5,81.7,0,1,1,1,67.6
13908,16,1,0,0,4.1,56.2,0,1,1,2,59.8
13909,18,2,0,4,4.3,82.8,0,0,0,3,61.5
13910,14,1,1,4,4.5,86.5,0,1,0,2,79.4
13911,16,0,1,2,3.3,65.4,1,3,0,2,49.1
13912,15,1,0,1,1.1,62.2,1,0,0,5,41.7
13913,15,0,1,1,1.7,84.3,0,1,1,1,45.1
13914,19,0,1,0,5.9,56.0,0,0,0,4,60.2
13915,17,0,1,5,6.6,79.1,0,1,0,2,94.2
13916,14,2,1,5,3.5,98.8,0,2,1,4,76.0
13917,16,1,0,2,3.0,51.2,1,1,1,2,41.9
13918,15,0,0,2,5.1,59.1,1,0,1,4,58.0
13919,19,1,1,3,0.7,76.5,0,1,1,2,37.1
13920,15,2,1,1,4.8,53.5,0,2,1,4,65.9
13921,16,1,0,0,4.0,85.4,0,0,1,5,63.1
13922,16,2,1,2,3.8,54.0,0,2,1,1,51.9
13923,15,1,1,5,0.5,59.6,0,0,1,0,25.1
13924,18,2,1,4,7.6,77.4,0,3,1,0,91.1
13925,17,1,0,0,1.8,90.8,0,1,0,3,58.0
13926,16,1,1,2,1.3,68.3,0,0,0,2,28.7
13927,16,0,0,3,3.4,52.8,0,1,0,2,38.9
13928,18,0,0,1,6.3,67.4,0,1,0,5,80.8
13929,14,2,1,1,6.2,53.7,0,0,0,3,75.2
13930,19,2,0,4,4.3,59.4,0,1,0,5,54.5
13931,17,1,0,4,4.6,73.4,0,1,1,0,66.5
13932,15,1,1,1,3.9,94.0,0,3,1,4,65.4
13933,17,0,1,1,0.7,94.7,0,2,1,3,34.2
13934,19,1,0,3,2.6,85.2,1,0,1,5,63.4
13935,15,0,0,0,3.4,92.1,1,1,1,4,58.6
13936,17,1,0,2,4.7,76.7,0,1,1,3,70.5
13937,17,0,0,0,5.4,97.8,0,0,1,4,76.4
13938,18,2,1,4,7.9,91.7,0,2,0,1,90.4
13939,17,2,0,2,4.3,82.9,0,3,1,4,74.6
13940,18,0,1,2,5.5,61.7,1,3,1,5,63.7
13941,18,0,0,5,7.7,88.1,0,1,1,2,100.0
13942,19,2,0,0,2.6,93.8,0,3,1,1,54.9
13943,16,0,0,2,3.9,73.9,0,3,0,1,51.6
13944,18,1,1,1,5.9,68.2,0,2,0,2,82.2
13945,15,0,0,3,4.7,68.2,0,0,1,4,65.2
13946,19,1,0,5,7.2,87.6,0,2,1,3,95.5
13947,19,0,0,0,4.7,97.5,0,0,1,0,82.7
13948,15,0,1,0,7.4,70.0,1,1,0,0,87.0
13949,17,1,1,4,1.6,55.3,0,3,1,4,30.3
13950,18,0,0,3,6.5,52.1,0,2,0,3,79.3
13951,14,2,1,4,2.1,91.6,0,3,1,1,55.3
13952,18,1,0,1,0.9,65.5,0,3,0,0,37.2
13953,18,1,0,2,1.3,91.2,0,1,0,2,42.4
13954,19,1,1,4,4.9,55.8,0,0,1,1,69.0
13955,15,2,0,3,2.7,52.0,0,3,0,2,42.3
13956,18,2,1,1,1.6,65.5,0,0,0,4,42.6
13957,18,0,0,2,5.2,65.8,1,2,1,4,68.6
13958,14,2,0,5,4.2,99.9,0,2,0,0,65.0
13959,18,1,0,0,3.4,61.9,0,0,0,0,50.9
13960,17,2,0,1,4.5,87.1,1,1,0,5,76.6
13961,19,2,0,2,7.0,96.0,0,3,0,1,100.0
13962,14,2,1,0,5.9,89.1,0,1,0,2,90.9
13963,19,2,0,5,4.2,98.7,0,3,1,2,70.3
13964,17,0,1,1,6.7,58.4,0,2,0,4,71.6
13965,15,2,1,0,7.0,84.2,0,2,1,3,81.7
13966,16,2,0,5,3.3,76.1,0,0,0,0,66.5
13967,18,0,1,5,1.6,93.5,1,1,0,4,52.8
13968,19,0,0,3,1.4,87.1,0,1,0,5,45.3
13969,15,1,0,5,5.3,88.9,0,3,0,3,82.3
13970,19,1,0,0,7.5,69.3,1,1,0,1,81.1
13971,17,2,0,0,0.8,83.8,0,1,1,4,41.9
13972,15,1,1,2,4.2,94.1,0,3,1,0,74.6
13973,17,0,0,4,2.0,59.9,0,3,1,4,34.6
13974,18,1,1,5,4.5,51.6,0,2,0,5,53.6
13975,14,2,0,5,6.9,65.6,0,0,0,3,71.7
13976,14,2,0,3,6.4,93.2,0,2,0,3,96.0
13977,14,0,1,4,7.8,73.2,0,1,1,1,89.3
13978,17,2,0,1,4.1,62.8,0,0,1,0,55.3
13979,14,0,0,3,5.5,95.5,0,3,0,2,79.9
13980,19,2,1,2,7.2,52.1,0,2,0,3,88.4
13981,14,2,0,1,5.7,90.3,0,3,0,2,82.3
13982,14,0,1,1,7.7,90.0,0,3,1,2,98.1
13983,15,2,0,3,2.3,76.0,1,3,0,2,49.1
13984,18,1,0,4,1.5,63.2,0,3,0,5,29.8
13985,19,2,1,1,1.6,71.7,1,1,1,3,41.8
13986,15,0,0,5,6.9,67.7,1,0,0,1,75.8
13987,17,2,0,5,0.9,57.1,0,1,0,0,30.0
13988,18,2,1,2,6.6,79.8,0,3,1,1,87.8
13989,18,0,1,0,4.0,59.8,0,2,0,0,60.0
13990,14,1,1,1,5.7,99.8,0,1,0,2,80.9
13991,19,1,0,2,6.1,78.7,0,1,0,1,71.1
13992,19,0,1,1,3.7,55.8,0,0,1,1,50.8
13993,18,2,0,3,1.6,80.7,1,0,0,2,37.6
13994,17,0,1,3,5.1,69.0,0,1,1,5,61.7
13995,16,0,0,4,7.7,59.3,0,2,0,4,94.2
13996,19,1,1,2,0.7,64.9,0,1,1,2,36.1
13997,19,1,1,3,2.2,62.8,0,1,0,3,33.8
13998,17,0,0,3,7.1,79.1,0,0,0,0,85.7
13999,18,2,0,1,1.0,63.8,0,3,0,5,24.8
14000,16,0,0,3,0.6,52.4,0,3,1,0,30.5
14001,18,0,0,0,7.1,90.9,0,0,1,4,100.0
14002,14,1,0,3,6.3,64.3,0,2,1,0,85.7
14003,19,2,0,1,2.4,65.2,0,2,1,1,38.2
14004,17,0,0,3,7.7,71.7,0,3,1,3,94.9
14005,17,1,0,1,5.8,89.7,1,3,1,5,74.2
14006,15,2,0,3,1.4,80.8,0,0,0,2,51.6
14007,17,2,0,4,4.0,54.4,0,2,1,3,46.3
14008,14,0,0,1,7.0,73.0,0,2,0,3,75.5
14009,19,1,1,2,5.5,87.8,1,0,1,4,73.0
14010,18,2,1,3,4.9,52.0,0,1,1,2,52.6
14011,16,2,1,1,3.6,52.0,0,1,0,3,42.2
14012,19,1,1,1,2.4,85.1,0,0,0,2,58.5
14013,18,2,1,4,5.1,75.1,1,0,0,3,73.8
14014,14,1,1,3,1.7,58.2,0,2,1,1,27.4
14015,14,0,1,2,6.6,83.5,0,0,1,3,84.0
14016,15,1,0,2,2.1,54.1,0,0,0,3,38.3
14017,14,1,0,1,1.4,72.2,0,3,1,5,38.0
14018,17,2,1,2,1.0,91.0,0,1,0,5,37.7
14019,17,2,1,4,6.6,58.9,1,3,1,3,81.5
14020,17,1,1,2,4.0,79.5,0,3,0,2,61.3
14021,14,2,0,2,3.5,68.5,1,0,1,1,46.4
14022,19,0,0,0,4.4,94.7,0,0,1,5,81.1
14023,19,2,0,4,4.9,82.3,0,3,0,4,71.0
14024,17,0,1,1,7.1,68.0,0,3,1,2,81.8
14025,14,1,1,2,3.1,74.5,0,0,1,4,57.0
14026,16,2,1,3,1.9,76.3,0,3,1,4,40.5
14027,18,1,0,0,7.0,99.2,0,1,1,0,94.3
14028,18,2,1,0,4.1,87.3,0,3,1,0,68.2
14029,15,1,0,3,4.8,85.7,0,3,1,5,69.3
14030,18,0,0,5,1.7,99.2,1,3,1,5,58.5
14031,19,1,1,5,7.0,57.7,0,3,1,3,70.0
14032,17,0,0,5,7.5,73.4,0,3,0,4,88.5
14033,16,1,0,4,3.9,98.1,0,3,1,0,67.5
14034,17,1,1,0,0.7,92.6,0,0,0,5,52.6
14035,14,0,0,3,0.7,60.2,0,0,1,2,36.5
14036,17,1,1,1,2.8,71.1,0,2,0,0,58.0
14037,14,0,1,3,4.2,59.4,0,0,1,5,55.5
14038,14,0,0,5,3.7,85.0,0,2,1,4,56.6
14039,17,1,0,5,4.8,80.9,0,2,0,1,77.4
14040,17,2,1,3,2.4,79.1,0,2,1,0,52.6
14041,19,0,0,1,2.1,95.2,1,3,0,0,56.1
14042,17,0,0,1,7.8,55.0,0,2,1,3,94.0
14043,19,0,0,0,2.6,97.0,0,1,0,4,54.2
14044,18,1,0,4,7.6,74.2,0,0,1,4,96.3
14045,16,0,1,5,4.8,51.4,0,2,1,5,49.1
14046,19,1,0,4,1.0,95.7,0,1,1,5,37.6
14047,16,2,1,2,5.0,96.6,0,1,1,0,86.6
14048,17,0,1,0,7.9,97.2,1,1,1,1,100.0
14049,14,2,1,1,6.8,91.7,0,0,0,4,90.8
14050,15,1,1,3,2.8,63.9,0,2,0,0,51.8
14051,17,1,0,1,1.2,64.3,0,2,0,1,45.2
14052,15,1,0,2,4.0,66.4,0,0,1,0,59.5
14053,17,2,0,5,1.2,61.3,0,2,0,2,29.4
14054,14,1,1,5,2.7,95.4,0,0,0,3,59.2
14055,15,2,0,4,7.4,76.7,0,2,1,4,83.2
14056,17,0,0,5,5.4,63.3,0,3,1,2,65.5
14057,17,0,1,5,6.4,88.6,0,1,0,3,82.4
14058,19,1,1,0,4.6,81.4,1,0,1,0,71.7
14059,19,0,1,1,1.8,69.0,0,2,1,4,44.2
14060,18,0,0,5,1.6,95.7,0,2,0,4,56.8
14061,14,0,1,5,6.2,77.8,0,1,1,1,84.6
14062,17,0,1,4,3.7,81.4,1,2,1,4,69.4
14063,15,0,0,3,4.2,51.6,0,1,0,1,44.7
14064,15,2,0,1,1.8,81.5,0,2,0,0,46.1
14065,15,1,1,4,3.2,70.6,1,3,1,4,45.8
14066,16,0,0,4,1.5,87.4,0,1,1,0,40.8
14067,14,0,0,2,2.0,52.2,1,2,0,1,39.1
14068,17,2,1,0,7.2,69.3,0,1,0,2,92.0
14069,14,2,0,5,5.9,53.3,0,0,0,0,64.5
14070,17,0,1,1,6.9,96.6,0,1,0,3,84.6
14071,17,1,0,2,7.1,71.0,0,3,1,3,80.9
14072,15,0,1,3,4.9,57.0,0,0,1,1,56.0
14073,14,1,1,0,2.8,87.2,1,1,1,4,56.3
14074,18,1,0,3,4.2,94.1,0,1,0,2,61.8
14075,18,2,1,3,0.6,88.8,0,0,1,1,34.5
14076,15,1,0,2,6.6,92.5,0,2,1,3,86.9
14077,19,2,0,2,6.5,92.3,0,1,0,0,92.4
14078,15,2,1,4,4.3,99.5,0,2,1,4,65.3
14079,19,2,1,2,3.3,68.2,0,1,0,4,45.2
14080,14,2,1,2,1.8,67.4,1,2,1,4,32.9
14081,17,2,0,0,1.1,55.6,0,3,1,5,26.8
14082,14,0,0,0,2.9,92.9,0,0,0,1,50.7
14083,15,2,0,2,7.5,96.5,0,3,0,5,100.0
14084,16,2,0,4,1.0,64.1,0,1,0,5,29.7
14085,14,1,0,0,7.6,80.8,0,1,0,4,89.0
14086,16,2,0,5,4.5,62.2,0,2,1,5,62.1
14087,15,2,0,0,3.8,93.1,0,1,1,3,67.5
14088,14,0,1,1,1.4,50.3,1,2,0,2,35.5
14089,19,0,1,5,1.0,84.8,0,3,0,5,41.0
14090,19,2,0,0,4.6,77.1,0,1,0,3,60.3
14091,19,1,0,0,5.0,64.3,0,0,0,5,66.7
14092,14,2,0,3,3.8,96.2,0,3,0,5,76.9
14093,16,1,0,1,2.7,74.0,0,1,1,4,41.3
14094,15,1,1,2,0.6,76.2,0,2,0,4,26.7
14095,15,0,0,1,2.5,54.2,0,2,1,2,51.0
14096,16,0,0,1,5.9,70.6,0,3,1,0,79.0
14097,17,0,1,3,5.0,58.0,0,3,0,5,66.6
14098,16,1,0,4,1.7,77.7,0,0,0,1,34.8
14099,15,0,1,1,6.5,78.9,0,3,1,5,80.3
14100,19,2,0,3,1.6,62.2,0,1,1,0,38.6
14101,19,0,1,5,6.5,97.2,0,2,0,4,84.3
14102,15,2,0,5,4.3,65.1,1,1,0,2,52.5
14103,15,0,0,3,5.9,82.7,0,0,1,4,84.9
14104,17,0,0,3,1.1,99.0,0,0,1,1,42.1
14105,16,1,0,3,6.1,90.2,0,3,1,3,92.7
14106,19,2,0,4,5.9,87.3,0,2,0,3,82.4
14107,16,2,0,1,1.8,53.0,0,2,1,1,27.9
14108,14,1,1,2,1.5,76.2,1,2,1,4,43.7
14109,14,1,1,5,6.1,87.7,1,1,1,1,81.2
14110,14,2,0,2,3.6,83.0,0,2,0,3,68.5
14111,16,2,0,2,5.4,78.4,0,0,0,0,81.9
14112,15,2,0,1,0.6,96.1,1,0,1,4,36.7
14113,19,0,1,5,1.9,78.0,0,1,0,4,43.9
14114,19,1,1,2,6.1,91.9,0,2,1,0,77.9
14115,14,2,1,4,2.0,94.3,0,2,1,4,54.6
14116,19,1,1,4,1.1,89.3,0,1,0,2,49.5
14117,17,0,1,4,1.8,57.5,0,0,0,3,46.3
14118,15,1,1,4,6.7,88.8,0,1,1,4,96.1
14119,16,0,1,5,3.1,89.4,1,2,0,2,58.6
14120,16,1,1,3,4.5,83.7,0,1,1,3,74.6
14121,15,1,0,4,4.8,68.6,0,0,0,5,72.3
14122,19,2,1,2,3.3,64.5,0,2,0,3,53.7
14123,14,2,0,1,1.2,82.5,0,3,1,3,41.5
14124,14,2,1,0,2.4,86.5,1,2,0,2,57.4
14125,15,2,0,5,1.7,96.0,1,1,1,4,45.7
14126,14,0,0,4,7.3,67.1,0,2,0,1,81.2
14127,14,2,0,2,6.1,64.5,1,1,1,2,65.3
14128,16,1,1,5,6.7,87.1,1,1,0,4,97.8
14129,16,2,1,3,6.6,98.9,0,2,0,3,89.2
14130,14,0,0,3,0.5,64.5,0,3,1,0,25.1
14131,18,1,0,5,6.1,63.7,0,2,0,4,79.6
14132,19,0,0,5,4.1,94.7,0,2,0,1,60.9
14133,18,1,1,1,6.3,63.2,0,2,0,3,68.6
14134,17,0,1,2,7.7,70.8,0,2,1,5,82.2
14135,19,0,1,5,3.2,99.6,1,0,0,5,68.1
14136,16,0,0,5,5.0,90.0,0,1,1,5,76.8
14137,16,0,0,5,2.8,62.5,0,0,1,1,57.1
14138,14,2,1,0,7.2,97.6,1,3,1,3,87.7
14139,18,2,0,1,2.4,92.2,0,3,0,3,64.2
14140,14,0,1,4,3.1,98.7,0,1,0,1,61.2
14141,17,2,0,4,7.2,70.2,0,3,1,0,84.5
14142,18,1,0,1,1.3,83.4,0,0,1,0,39.9
14143,15,0,0,4,4.2,69.1,0,2,1,4,68.8
14144,17,2,1,5,4.9,72.1,0,1,0,4,69.6
14145,15,0,1,3,4.8,83.6,0,2,1,0,66.0
14146,16,0,0,3,1.4,70.7,0,1,1,1,32.7
14147,17,0,1,4,0.8,71.0,0,3,0,4,42.1
14148,15,0,1,2,3.6,77.1,0,3,1,0,62.8
14149,18,1,1,0,3.9,55.4,1,0,0,4,53.1
14150,16,0,1,5,7.6,99.3,1,3,1,0,100.0
14151,16,0,0,5,6.2,91.3,0,0,0,0,93.3
14152,18,1,0,4,5.0,74.1,0,1,1,1,64.9
14153,15,1,1,5,2.1,87.8,0,2,1,4,47.9
14154,16,2,1,3,7.3,99.9,0,2,1,3,93.7
14155,19,0,1,5,2.0,75.8,0,1,1,2,45.1
14156,16,1,1,2,7.6,86.2,0,0,1,1,100.0
14157,14,0,1,3,7.6,54.2,0,1,0,5,92.4
14158,15,2,1,0,7.8,97.8,0,2,0,5,100.0
14159,19,0,1,1,2.6,58.3,0,0,1,0,50.7
14160,18,2,0,4,1.5,90.0,1,0,1,2,48.3
14161,18,2,1,2,5.2,74.4,0,3,0,2,63.7
14162,15,0,0,4,3.7,82.2,0,0,1,4,55.1
14163,19,0,0,1,3.4,79.8,0,1,1,2,57.4
14164,16,0,0,3,4.7,70.8,0,0,0,4,63.7
14165,18,1,1,5,5.7,97.6,0,3,0,2,76.4
14166,19,1,1,0,3.0,65.5,0,0,0,0,44.9
14167,15,1,0,5,3.0,61.6,0,2,0,4,48.7
14168,19,1,0,3,5.1,94.7,1,3,1,5,74.2
14169,17,2,0,5,1.0,64.7,0,1,1,4,25.0
14170,18,1,0,5,5.7,55.4,0,1,0,2,63.7
14171,18,0,0,4,6.5,57.8,0,3,1,2,66.1
14172,15,0,1,1,7.1,67.9,0,1,1,4,84.1
14173,18,2,0,1,6.2,93.9,0,3,0,3,90.0
14174,15,0,0,0,4.3,83.2,1,1,0,2,59.7
14175,15,0,0,2,7.1,56.3,1,0,0,0,83.8
14176,14,0,1,5,4.2,76.8,1,2,1,5,70.4
14177,15,1,0,1,6.4,81.1,0,0,1,4,79.2
14178,19,0,0,3,1.0,90.4,0,0,1,0,40.7
14179,15,1,1,2,5.8,78.2,0,0,1,3,86.3
14180,16,2,0,3,1.1,67.2,0,3,1,0,42.5
14181,16,2,1,0,0.7,99.8,0,3,1,3,47.8
14182,18,1,0,4,4.3,63.0,0,3,1,3,52.6
14183,17,2,1,4,1.4,98.2,0,3,1,2,47.8
14184,17,1,1,4,2.9,60.5,0,2,0,3,38.5
14185,19,2,1,0,6.3,75.9,0,3,0,1,78.4
14186,16,0,1,5,4.6,55.5,0,0,0,0,50.0
14187,18,2,0,5,6.0,94.6,0,0,1,5,92.7
14188,19,0,1,5,6.4,74.5,0,2,0,3,79.8
14189,18,0,1,2,4.1,94.2,1,3,1,4,76.3
14190,14,0,0,1,7.9,91.2,1,3,0,3,92.9
14191,15,1,1,1,2.0,59.5,0,3,0,1,39.5
14192,17,1,1,2,1.1,52.9,0,0,0,3,32.4
14193,16,0,0,5,2.9,95.8,0,1,1,2,68.7
14194,15,2,0,5,6.2,78.1,0,3,0,3,72.6
14195,16,0,1,5,1.2,92.6,0,2,1,0,40.5
14196,14,1,0,5,4.0,84.5,0,0,1,2,69.0
14197,15,1,1,3,4.8,88.5,0,2,0,3,74.7
14198,18,1,1,3,6.6,74.2,0,1,0,2,86.3
14199,14,2,0,0,6.8,86.7,0,1,1,0,85.2
14200,19,2,0,0,2.3,95.9,0,2,1,2,58.7
14201,16,2,1,4,2.6,85.5,0,0,0,5,46.8
14202,18,2,1,3,5.6,96.6,0,2,1,1,81.1
14203,15,2,0,2,6.9,62.1,1,2,1,1,82.8
14204,18,1,0,3,1.8,90.1,0,1,0,1,42.8
14205,17,1,1,3,5.9,76.5,1,1,0,1,74.6
14206,19,0,0,2,2.3,53.0,1,3,0,0,30.1
14207,14,2,1,1,1.9,82.3,0,3,0,0,48.8
14208,18,2,1,1,3.0,81.4,0,3,1,2,61.7
14209,15,2,0,4,6.5,99.5,0,3,1,1,92.0
14210,16,2,0,1,6.1,82.5,0,0,1,1,84.1
14211,14,2,1,0,4.1,56.5,0,2,1,2,53.7
14212,19,2,1,3,5.9,99.6,0,3,0,3,81.0
14213,17,0,1,2,3.5,65.7,0,3,1,1,59.8
14214,19,0,0,2,2.1,84.9,0,2,1,3,48.0
14215,17,1,0,3,6.8,79.9,0,1,0,2,81.8
14216,14,1,1,3,0.9,67.8,0,3,0,3,34.0
14217,16,2,1,0,7.3,70.3,0,2,1,5,84.8
14218,16,2,1,5,6.4,82.7,0,1,1,0,77.5
14219,14,2,1,3,5.9,93.6,0,1,0,3,86.9
14220,19,2,0,0,4.8,97.3,0,3,0,4,73.1
14221,19,0,0,2,6.6,99.6,1,0,0,2,83.9
14222,17,1,0,3,0.7,55.8,1,3,1,0,37.7
14223,17,0,1,2,4.9,59.4,0,1,1,4,70.8
14224,18,1,0,5,2.5,60.3,0,1,1,1,52.0
14225,18,1,0,4,5.3,98.7,0,1,1,5,80.4
14226,14,2,1,0,5.6,54.9,0,0,0,2,66.6
14227,17,0,0,4,2.1,84.9,0,1,0,4,46.5
14228,18,1,0,4,1.7,97.9,0,2,1,2,57.4
14229,18,2,1,0,4.9,78.8,1,0,1,1,66.5
14230,17,1,0,5,7.6,50.4,0,2,0,2,78.2
14231,19,0,0,1,5.5,53.3,1,3,1,0,72.4
14232,17,0,0,5,4.1,85.5,0,3,0,5,59.7
14233,16,1,0,3,7.5,69.9,0,0,1,3,79.9
14234,16,1,1,5,6.6,75.3,0,0,1,0,80.6
14235,18,2,1,2,6.0,52.3,0,0,0,1,69.6
14236,19,1,1,2,3.8,94.9,0,0,0,2,67.9
14237,15,1,1,5,4.2,95.3,0,0,0,0,66.8
14238,15,1,0,4,2.5,80.1,0,0,0,4,45.8
14239,17,0,1,2,6.6,73.8,0,0,1,0,79.7
14240,18,0,0,3,2.6,69.7,0,1,0,2,41.2
14241,16,1,1,2,5.8,59.9,0,3,0,3,71.1
14242,17,2,1,0,7.1,97.0,0,3,0,0,100.0
14243,14,1,1,3,4.6,74.5,0,3,1,5,57.8
14244,15,0,0,5,1.7,55.4,0,3,0,2,42.6
14245,19,2,1,0,0.7,89.6,0,0,0,3,36.8
14246,17,0,1,2,5.5,98.6,1,1,1,4,89.0
14247,19,2,0,0,2.2,64.1,1,0,1,1,36.7
14248,15,2,1,1,0.8,84.4,1,2,1,0,31.4
14249,15,2,0,4,3.1,99.8,0,2,0,3,59.4
14250,19,0,0,1,4.9,55.7,0,0,1,3,68.9
14251,19,0,0,3,4.6,90.6,0,2,0,0,73.7
14252,19,1,0,5,1.8,74.9,0,0,0,0,50.5
14253,15,2,0,0,5.0,83.5,0,2,1,0,74.7
14254,18,2,0,2,3.6,59.0,0,0,1,5,61.2
14255,16,1,0,3,4.1,60.9,0,3,0,5,52.2
14256,19,0,0,4,7.1,77.8,0,3,1,4,79.3
14257,19,2,1,4,1.1,62.5,0,1,0,1,30.0
14258,16,2,1,0,4.5,79.8,0,0,0,4,66.8
14259,15,1,1,5,1.8,54.4,1,2,1,1,32.8
14260,19,1,0,3,1.9,89.1,1,3,1,4,51.8
14261,16,0,1,2,5.1,63.7,0,3,0,2,67.6
14262,16,2,1,1,5.5,86.9,0,3,0,3,75.1
14263,17,0,0,4,5.0,58.2,0,1,1,3,71.5
14264,19,2,0,5,7.4,90.0,1,2,0,4,92.6
14265,14,2,0,1,6.5,50.7,0,2,1,3,72.6
14266,19,2,0,2,2.0,58.5,0,2,0,2,39.6
14267,16,2,0,0,5.3,66.9,0,0,1,5,76.6
14268,14,2,1,4,5.2,89.0,0,2,1,2,81.7
14269,15,0,0,4,5.3,51.6,0,2,0,5,58.4
14270,16,1,1,0,3.7,87.0,1,3,1,1,68.3
